data ; tMin ; tMed ; tMax ; precipitacao ; estiagem* ; estiagemAgricola* ; urMin ; urMax ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
30/06/2010;"11,7";"17,7";"23,7";0;41;41;43;91;"2,17";"17,11";"3,4";90;;"9,1";"12,2";"924,5";"926,6";"0,4";"18,43"
29/06/2010;"12,4";"18,9";"25,4";0;40;40;34;93;"2,61";"17,7";3;90;;"7,9";"13,4";"923,1";"925,4";"0,5";"18,83"
28/06/2010;"11,3";"18,25";"25,2";0;39;39;42;93;"2,66";"17,53";"3,1";90;;10;"12,9";"923,3";"926,1";"0,52";"19,33"
27/06/2010;"13,9";19;"24,1";0;38;38;45;75;"2,08";"16,31";"4,5";90;;"9,5";"12,5";"923,7";"926,4";"0,42";"19,85"
26/06/2010;"12,3";"17,95";"23,6";0;37;37;41;94;"2,09";"17,87";"4,4";90;;"9,2";"13,9";"923,5";926;"0,43";"20,27"
25/06/2010;"15,2";"20,65";"26,1";0;36;36;44;89;"2,54";"16,9";"2,9";90;;"11,6";"14,8";"924,6";"926,9";"0,53";"20,7"
24/06/2010;"16,6";"20,3";24;0;35;35;55;88;"1,81";"10,98";"4,5";90;;"13,6";16;925;"926,2";"0,39";"21,23"
23/06/2010;"14,8";"19,9";25;0;34;34;42;86;"2,25";"13,87";"5,4";90;;"8,9";"15,6";"923,5";"923,9";"0,49";"21,62"
22/06/2010;"12,6";"20,85";"29,1";0;33;33;27;90;"4,67";"16,62";"2,3";90;;"6,9";"12,7";920;"921,7";"1,06";"22,11"
21/06/2010;"11,9";"20,25";"28,6";"0,2";32;32;29;91;"4,58";"16,86";"1,8";0;;"7,8";"13,9";"918,6";"920,3";"1,24";"23,17"
20/06/2010;"11,7";"19,35";27;0;31;31;34;89;"3,23";"16,97";"2,1";0;;"7,4";"12,8";"918,2";"920,7";"0,79";"24,21"
19/06/2010;"13,6";"20,45";"27,3";0;30;30;26;80;"3,11";"17,68";"3,2";90;;"4,8";12;"918,7";"921,7";"0,79";25
18/06/2010;"11,7";"19,45";"27,2";0;29;29;30;90;"3,3";"17,64";"4,7";90;;"7,7";13;"919,8";"922,2";"0,86";"25,79"
17/06/2010;11;"19,55";"28,1";0;28;28;24;96;"3,73";"16,5";"2,3";180;;"4,9";"13,3";"920,5";"922,5";"1,02";"26,65"
16/06/2010;"10,7";"17,85";25;0;27;27;36;94;"2,66";"17,46";"2,4";90;;"8,2";"12,1";"920,9";"924,4";"0,74";"27,67"
15/06/2010;"10,3";"16,9";"23,5";0;26;26;38;89;"2,25";"17,28";"2,8";90;;"7,8";"11,1";"922,1";"925,4";"0,65";"28,41"
14/06/2010;"8,7";"15,5";"22,3";0;25;25;41;92;"2,06";"17,82";"3,1";90;;"7,4";"10,5";"922,7";925;"0,61";"29,06"
13/06/2010;"7,4";"14,4";"21,4";0;24;24;34;87;"1,94";"18,15";"4,2";90;;"3,9";"8,9";"922,6";"925,7";"0,58";"29,67"
12/06/2010;"13,5";"17,7";"21,9";0;23;23;46;79;"1,56";"14,37";"4,9";180;;"8,7";"14,2";"924,3";"926,2";"0,47";"30,25"
11/06/2010;"13,5";"19,6";"25,7";0;22;22;43;91;"2,59";"14,03";"2,8";90;;"10,9";"14,2";"922,6";"924,8";"0,81";"30,72"
10/06/2010;"14,5";"19,75";25;0;21;21;38;78;"2,28";"17,12";"3,9";90;;"9,2";"13,3";"922,6";925;"0,72";"31,53"
09/06/2010;"13,6";"18,65";"23,7";0;20;20;43;93;2;"17,38";"4,2";90;;"10,1";"14,4";"923,2";"925,5";"0,66";"32,25"
08/06/2010;"12,6";"18,9";"25,2";0;19;19;43;87;"2,54";"16,1";"3,5";90;;"10,1";"15,2";"922,9";"925,1";"0,84";"32,91"
07/06/2010;"8,2";"16,25";"24,3";"0,2";18;18;30;94;"2,72";"16,15";"2,6";0;;"4,5";"12,1";"922,6";"924,3";"1,06";"33,75"
06/06/2010;"12,5";"17,7";"22,9";0;17;17;30;95;"1,89";"16,77";"2,6";270;;"3,9";"16,4";"921,5";"922,3";"0,66";"34,61"
05/06/2010;"13,1";"16,9";"20,7";"0,2";16;16;65;92;"1,33";"6,36";"3,2";90;;"11,5";16;"919,8";924;"0,61";"35,27"
04/06/2010;15;"18,65";"22,3";0;15;15;53;87;"1,54";"10,37";"4,6";90;;"11,5";"13,7";"923,9";"926,3";"0,55";"35,68"
03/06/2010;"15,3";"18,45";"21,6";0;14;14;61;89;"1,37";"12,95";"4,5";90;;13;"14,7";"925,1";"926,3";"0,5";"36,23"
02/06/2010;"15,4";"18,4";"21,4";"0,8";13;13;63;89;"1,32";"7,75";"5,1";90;;"11,4";"14,6";"922,9";"924,2";"0,99";"36,73"
01/06/2010;"14,7";"19,35";24;0;12;12;48;95;2;"15,82";"4,6";90;;"9,8";"15,7";"922,2";924;"0,75";"36,92"
31/05/2010;"14,9";"19,7";"24,5";"0,2";11;11;55;94;"2,12";"10,3";"3,3";270;;"13,8";"16,6";"919,3";"920,8";"0,93";"37,67"
30/05/2010;"14,8";"20,5";"26,2";0;10;10;44;83;"2,64";"15,29";"2,8";90;;"11,8";"15,5";"920,2";923;"1,02";"38,4"
29/05/2010;"12,9";"18,9";"24,9";0;9;9;45;94;"2,43";"16,66";"2,7";90;;"11,2";"14,8";"920,8";"922,8";"0,97";"39,42"
28/05/2010;"13,2";"18,15";"23,1";0;8;8;55;91;"1,9";"8,34";"4,7";90;;"11,1";"14,5";"921,2";923;"0,78";"40,39"
27/05/2010;"17,4";21;"24,6";0;7;7;51;78;"1,93";"12,47";"6,8";180;;"12,8";"15,4";"921,2";"923,5";"0,8";"41,17"
26/05/2010;17;"22,5";28;0;6;6;41;96;3;"14,68";"3,5";90;;13;19;"919,7";"921,4";"1,28";"41,97"
25/05/2010;"17,9";23;"28,1";0;5;5;50;91;"2,94";"14,02";3;90;;"15,8";"18,1";"918,1";"920,7";"1,29";"43,25"
24/05/2010;"16,5";"22,5";"28,5";0;4;4;46;94;"3,25";"16,44";"3,5";90;;"13,9";18;"917,9";"919,3";"1,47";"44,54"
23/05/2010;"15,9";"22,05";"28,2";0;3;3;47;95;"3,21";"16,59";"3,2";90;;"13,8";18;"916,5";"918,6";"1,5";"46,01"
22/05/2010;"13,1";"19,85";"26,6";0;2;2;48;96;"2,98";"16,53";"2,5";0;;12;"17,3";"915,9";"918,2";"1,44";"47,51"
21/05/2010;"15,6";"21,15";"26,7";"0,2";1;1;45;95;"2,74";"16,92";"3,9";270;;"12,1";"18,5";"916,4";"918,2";"1,46";"48,95"
20/05/2010;"16,2";"20,6";25;"12,8";0;0;61;97;"2,16";"11,6";3;0;;"15,6";"18,6";"916,8";"920,1";"2,16";"50,21"
19/05/2010;"16,8";"20,95";"25,1";0;7;9;55;84;"2,14";"12,32";"4,3";90;;"13,9";"17,7";"916,7";"920,3";"0,85";"39,57"
18/05/2010;"14,5";"19,6";"24,7";0;6;8;51;90;"2,24";"13,78";"3,5";90;;"10,4";"16,2";"919,2";"921,6";"0,92";"40,42"
17/05/2010;"15,6";"22,1";"28,6";0;5;7;35;92;"3,42";"18,45";"3,7";90;;"9,4";17;920;"921,1";"1,44";"41,34"
16/05/2010;"13,5";"20,7";"27,9";"0,2";4;6;37;94;"3,43";"18,59";"2,4";90;;"10,7";"16,1";"918,3";"920,8";"1,6";"42,78"
15/05/2010;"12,3";"20,1";"27,9";0;3;5;32;88;"3,59";"16,83";"2,9";90;;"8,7";"14,3";"919,3";"922,1";"1,61";"44,18"
14/05/2010;"8,1";"17,85";"27,6";0;2;4;23;89;"4,67";"19,15";"3,5";90;;"0,8";"11,9";"920,5";"922,7";"2,19";"45,79"
13/05/2010;"11,1";"17,7";"24,3";0;1;3;25;90;"2,48";"19,74";"4,4";270;;"2,6";"14,3";919;"920,7";"1,21";"47,98"
12/05/2010;"16,3";"20,8";"25,3";1;0;2;64;94;"2,26";"12,49";"3,8";90;;"14,2";20;"916,2";"918,5";"1,62";"49,19"
11/05/2010;"14,1";"18,5";"22,9";"0,6";1;1;67;95;"1,81";"11,42";"4,1";90;;"12,7";"17,1";"917,4";"919,6";"1,21";"49,81"
10/05/2010;"15,7";"18,25";"20,8";10;0;0;57;94;"1,21";"8,52";"3,5";90;;"11,6";"17,3";918;"919,9";"1,21";"50,42"
09/05/2010;"18,1";"23,55";29;"0,6";9;9;48;90;"3,3";"15,01";"4,9";0;;"15,8";"21,2";"916,8";919;"1,74";"41,63"
08/05/2010;"15,9";"22,45";29;0;8;8;38;84;"3,58";"19,53";"2,7";90;;"12,1";"16,7";"917,3";"920,7";"1,56";"42,77"
07/05/2010;"15,7";"22,6";"29,5";"0,2";7;7;30;85;"3,82";"19,7";"3,6";90;;"8,9";"16,1";"919,5";"922,2";"1,83";"44,33"
06/05/2010;"15,5";"22,4";"29,3";0;6;6;34;93;"3,77";"18,49";"2,8";90;;"11,1";"16,5";"919,6";"921,2";"1,77";"45,96"
05/05/2010;"15,2";"21,6";28;0;5;5;36;90;"3,31";"19,53";"2,6";90;;"11,2";"15,9";"917,7";920;"1,6";"47,73"
04/05/2010;"16,4";"21,65";"26,9";"0,2";4;4;41;87;"2,78";"20,86";"3,1";90;;"11,4";"15,7";"918,3";"922,4";"1,49";"49,33"
03/05/2010;17;"21,1";"25,2";0;3;3;48;87;"2,2";"18,81";"4,9";90;;"12,6";"15,8";"920,6";"923,7";"1,13";"50,62"
02/05/2010;"17,1";"20,45";"23,8";0;2;2;64;87;"1,81";"13,8";"4,6";90;;"12,8";"17,3";"921,3";"922,2";"0,94";"51,75"
01/05/2010;"16,8";"22,05";"27,3";0;1;1;44;95;"2,89";"18,09";"3,1";0;;"12,5";"19,3";"918,1";"920,5";"1,55";"52,69"
30/04/2010;"17,8";"22,35";"26,9";10;0;0;59;95;"2,65";"13,53";"4,8";90;;"15,6";"19,8";"918,7";"921,1";"2,65";"54,24"
29/04/2010;"17,7";"22,9";"28,1";0;1;25;51;93;"3,07";"16,88";"3,2";90;;16;"19,4";"918,2";922;"1,47";"46,89"
28/04/2010;"17,9";"23,65";"29,4";"1,2";0;24;50;90;"3,54";"13,74";"4,8";90;;"13,5";21;"919,3";"921,3";"2,34";"48,36"
27/04/2010;18;"24,35";"30,7";0;21;23;34;91;"4,61";"20,71";"3,1";90;;"11,7";"19,3";918;"921,3";"2,34";"49,5"
26/04/2010;"18,5";"23,7";"28,9";0;20;22;47;86;"3,28";"17,29";"3,1";90;;"15,4";"18,4";"918,4";"921,6";"1,72";"51,84"
25/04/2010;"20,3";"24,6";"28,9";0;19;21;31;86;"3,07";"20,48";"3,9";90;;"9,5";"18,7";"918,7";"922,8";"1,67";"53,56"
24/04/2010;"19,2";"24,7";"30,2";0;18;20;38;88;"3,71";"20,1";"3,7";90;;"14,2";"20,3";"918,9";921;"2,09";"55,23"
23/04/2010;18;"24,4";"30,8";0;17;19;40;91;"4,64";"20,13";"3,1";0;;"14,4";19;918;"919,8";"2,72";"57,32"
22/04/2010;"17,3";"23,35";"29,4";0;16;18;40;90;"3,66";"20,73";"2,3";90;;14;"18,8";"918,3";"920,2";"2,24";"60,04"
21/04/2010;19;"23,85";"28,7";0;15;17;45;82;"3,18";"19,48";"2,9";90;;"14,3";"18,1";918;"920,4";"2,01";"62,28"
20/04/2010;"18,1";"23,25";"28,4";0;14;16;48;93;"3,18";"17,46";"3,6";90;;"15,4";"18,9";"918,1";921;"2,08";"64,29"
19/04/2010;"18,2";"23,55";"28,9";0;13;15;47;88;"3,36";"17,68";"3,6";90;;"15,2";"18,4";"919,7";"922,5";"2,27";"66,37"
18/04/2010;"18,2";"23,5";"28,8";0;12;14;51;91;"3,33";"19,46";"4,3";90;;"15,4";"18,9";921;"923,3";"2,32";"68,64"
17/04/2010;"17,8";"23,55";"29,3";0;11;13;41;89;"3,58";"21,85";"3,4";90;;14;"18,9";"920,4";922;"2,59";"70,96"
16/04/2010;"17,3";"23,3";"29,3";0;10;12;36;84;"3,65";"20,52";"3,6";90;;"11,6";17;"918,9";"921,2";"2,73";"73,55"
15/04/2010;"14,8";"20,5";"26,2";0;9;11;49;94;"2,82";"15,37";"3,4";90;;"13,3";"16,9";"919,8";"923,2";"2,19";"76,28"
14/04/2010;"14,9";"20,45";26;0;8;10;47;90;"2,75";"18,66";"4,5";90;;"11,8";"16,2";"922,5";"924,7";"2,18";"78,47"
13/04/2010;"15,7";"20,55";"25,4";0;7;9;42;93;"2,47";"19,79";"4,3";90;;"11,4";"15,8";"922,7";"924,7";"2,02";"80,65"
12/04/2010;"13,7";"19,55";"25,4";0;6;8;42;91;"2,69";"21,27";"4,5";90;;10;"15,1";"920,5";"922,3";"2,26";"82,67"
11/04/2010;"12,2";"18,7";"25,2";0;5;7;47;94;"2,8";"19,31";"3,5";90;;"9,3";"14,9";"919,7";"921,3";"2,41";"84,93"
10/04/2010;"12,7";"19,15";"25,6";0;4;6;36;94;"2,88";"20,22";"4,8";90;;"8,4";"13,5";"920,2";"921,7";"2,55";"87,34"
09/04/2010;"12,7";"18,35";24;0;3;5;50;87;"2,36";"13,83";"3,8";90;;"10,2";"14,6";"920,5";"921,3";"2,15";"89,89"
08/04/2010;"12,4";"18,6";"24,8";0;2;4;33;78;"2,65";"22,29";"3,1";180;;"5,5";"12,7";"917,4";"918,2";"2,47";"92,04"
07/04/2010;"16,1";"20,7";"25,3";0;1;3;41;90;"2,42";"21,88";"3,5";180;;"10,4";"18,2";"914,3";"915,7";"2,31";"94,51"
06/04/2010;"18,4";"23,35";"28,3";"3,2";0;2;56;94;"3,19";"16,54";3;0;;"16,9";"20,7";"911,8";"916,4";"3,19";"96,82"
05/04/2010;"19,2";"24,2";"29,2";"0,2";1;1;54;96;"3,44";"19,82";"3,2";270;;"17,7";"21,8";915;"918,6";"3,39";"96,81"
04/04/2010;"19,8";24;"28,2";"34,6";0;0;61;96;3;"12,75";"3,5";90;;"18,1";"22,8";"917,8";"919,7";3;100
03/04/2010;"21,1";"23,3";"25,5";"0,6";3;12;68;89;"2,01";"9,13";"3,8";90;;"17,9";"20,6";"917,5";"920,7";"1,65";"73,86"
02/04/2010;"19,1";"23,55";28;0;2;11;54;90;"3,02";"16,05";"4,3";90;;"16,7";"19,4";"917,1";"919,8";"2,3";"74,91"
01/04/2010;"19,6";"23,1";"26,6";0;1;10;63;94;"2,49";"11,65";"3,1";90;;"17,6";"20,4";917;"918,8";"1,94";"77,21"
31/03/2010;"19,6";"24,6";"29,6";"4,8";0;9;52;94;"3,57";"15,96";"4,3";90;;"16,9";"20,6";"916,4";"918,8";"3,57";"79,15"
30/03/2010;"20,5";"25,75";31;0;7;8;45;90;"4,04";"21,42";"3,6";90;;"16,6";21;916;"919,6";"3,21";"77,92"
29/03/2010;"19,8";"25,2";"30,6";0;6;7;39;87;"3,97";"24,23";"2,7";90;;"14,8";"20,5";"915,7";"919,6";"3,29";"81,13"
28/03/2010;"20,5";"25,15";"29,8";0;5;6;43;86;"3,55";"22,43";"3,4";90;;"15,3";"20,3";"915,6";"919,5";"3,05";"84,42"
27/03/2010;20;"24,6";"29,2";0;4;5;45;88;"3,39";"21,64";4;90;;"15,3";"19,2";"917,5";"920,7";"3,01";"87,47"
26/03/2010;"19,6";"23,85";"28,1";0;3;4;51;82;"3,03";"17,35";4;90;;"15,2";"19,1";"918,8";"921,6";"2,79";"90,48"
25/03/2010;"20,1";"25,1";"30,1";0;2;3;47;85;"3,75";"20,67";"4,3";90;;"16,6";"20,5";"918,2";"921,2";"3,56";"93,27"
24/03/2010;"20,3";"24,55";"28,8";0;1;2;52;90;"3,22";"19,7";"5,2";90;;17;"20,5";"917,4";"920,4";"3,17";"96,83"
23/03/2010;"18,3";"24,5";"30,7";"5,2";0;1;48;96;"4,57";"21,08";"2,7";0;;"16,5";21;"917,3";"919,4";"4,57";100
22/03/2010;"18,6";"24,05";"29,5";"42,6";0;0;56;96;"3,73";"17,09";"2,9";0;;17;"22,2";"916,8";"918,8";"3,73";100
21/03/2010;"19,2";"23,85";"28,5";8;0;7;60;93;"3,26";"14,96";"2,4";90;;17;"21,8";"912,7";"917,3";"3,26";"92,22"
20/03/2010;"19,1";"24,6";"30,1";"0,2";4;6;47;89;"3,93";"21,18";3;90;;"16,7";"21,4";"914,7";"920,1";"3,52";"87,48"
19/03/2010;"18,8";"23,85";"28,9";0;3;5;52;86;"3,48";"22,47";"4,1";90;;"16,3";"19,9";"918,5";922;"3,22";"90,8"
18/03/2010;"17,2";"22,45";"27,7";0;2;4;58;92;"3,23";"21,1";"4,1";90;;"15,1";20;919;"922,1";"3,08";"94,02"
17/03/2010;"18,8";"22,3";"25,8";"0,2";1;3;62;92;"2,39";"13,96";"4,7";90;;"16,7";"19,4";"919,7";"921,7";"2,35";"97,1"
16/03/2010;"19,4";"23,8";"28,2";"2,4";0;2;61;93;"3,15";"13,72";"3,1";90;;"17,7";"21,5";"919,6";"921,2";"3,15";"99,25"
15/03/2010;"19,3";"24,75";"30,2";8;0;1;52;97;"3,98";"16,83";"3,5";90;;"15,9";"22,1";"918,9";"920,7";"3,98";100
14/03/2010;"18,5";"24,35";"30,2";33;0;0;54;97;"4,1";"19,71";"3,4";0;;"16,5";"22,7";"918,3";"919,9";"4,1";100
13/03/2010;"20,4";"26,15";"31,9";"0,4";4;4;45;91;"4,74";"20,1";"3,3";0;;"14,9";"21,5";"916,4";"918,3";"4,11";"83,64"
12/03/2010;"19,5";"25,45";"31,4";0;3;3;43;93;"4,67";"24,76";"3,1";0;;"15,5";"21,8";"914,2";"916,5";"4,17";"87,35"
11/03/2010;19;"25,05";"31,1";"0,4";2;2;43;90;"4,63";"22,11";"3,7";0;;"16,3";"22,3";"913,4";"916,2";"4,36";"91,52"
10/03/2010;"19,9";"25,65";"31,4";0;1;1;41;95;"4,63";"24,17";"3,7";270;;"15,1";22;"913,5";917;"4,52";"95,48"
09/03/2010;"18,2";"24,2";"30,2";"19,4";0;0;46;96;"4,18";"19,08";"2,3";0;;"16,3";"21,6";"915,2";"918,4";"4,18";100
08/03/2010;"19,2";25;"30,8";0;1;1;46;96;"4,31";"20,97";"3,6";0;;"16,6";"21,2";"914,3";"916,1";"4,22";"95,78"
07/03/2010;"19,6";"24,65";"29,7";10;0;0;58;96;"3,78";"20,78";4;0;;"18,7";"22,1";"911,8";"914,4";"3,78";100
06/03/2010;"19,1";"23,7";"28,3";0;1;1;56;92;"3,28";"16,12";"3,3";90;;"17,4";"20,4";"911,7";"915,5";"3,23";"96,77"
05/03/2010;"21,1";"25,15";"29,2";11;0;0;56;93;"3,38";"15,07";"3,4";90;;"17,9";22;914;"917,2";"3,38";100
04/03/2010;"20,1";"24,05";28;"6,6";0;1;57;95;"3,06";"16,28";"2,9";90;;"17,2";"21,1";"915,3";"918,6";"3,06";100
03/03/2010;"19,7";"20,9";"22,1";"91,8";0;0;86;96;"1,36";"2,8";"3,3";90;;"18,6";"21,3";"915,8";"918,8";"1,36";100
02/03/2010;"19,3";"22,2";"25,1";"5,4";0;1;76;95;"2,18";"12,12";"3,7";90;;"17,9";"21,6";916;"918,8";"2,18";100
01/03/2010;"19,3";23;"26,7";"11,8";0;0;68;95;"2,7";"9,08";"2,7";0;;"17,9";"21,7";"916,5";"919,3";"2,7";100
28/02/2010;"20,4";"23,8";"27,2";"4,8";0;2;63;93;"2,75";"9,79";"5,3";90;;"17,7";"20,6";"917,1";"919,2";"2,75";"98,8"
27/02/2010;"19,9";"24,2";"28,5";0;1;1;59;96;"3,3";"18,03";"4,2";90;;"17,9";21;"916,6";"919,2";"3,25";"96,75"
26/02/2010;19;"23,45";"27,9";"76,8";0;0;60;97;"3,19";"13,18";"7,4";90;;17;"20,4";"916,6";"918,3";"3,19";100
25/02/2010;"20,7";"26,15";"31,6";"1,2";0;6;44;90;"4,61";"20,92";"4,7";0;;"17,3";"21,5";"915,4";"917,7";"2,57";"39,49"
24/02/2010;"20,9";"26,95";33;0;5;5;36;85;"5,02";"20,5";"2,6";0;;"15,1";21;"914,7";"918,7";"2,1";"40,86"
23/02/2010;20;"26,45";"32,9";0;4;4;29;84;"5,08";"24,91";"3,2";90;;"12,3";19;915;"918,6";"2,24";"42,96"
22/02/2010;"21,1";"26,7";"32,3";0;3;3;35;78;"4,79";"25,22";"3,2";90;;"14,2";"19,7";915;"919,3";"2,22";"45,2"
21/02/2010;"20,8";"25,75";"30,7";0;2;2;38;83;"4,13";"22,13";"3,2";90;;"14,2";"19,5";"916,5";"920,3";2;"47,42"
20/02/2010;"21,5";"26,1";"30,7";0;1;1;45;84;"4,03";"18,32";"4,3";90;;"16,5";"20,7";"918,3";"922,8";"2,03";"49,42"
19/02/2010;"17,6";23;"28,4";"18,4";0;0;53;95;"3,61";"16,38";"3,9";90;;"15,8";"20,2";"920,6";"923,6";"3,61";"51,45"
18/02/2010;"18,5";"25,1";"31,7";"1,2";0;25;48;85;"4,87";"14,99";"5,8";90;;"15,9";"21,2";"918,5";"921,3";"2,57";"36,66"
17/02/2010;"20,9";"27,4";"33,9";0;8;24;32;81;"5,27";"24,22";"4,2";90;;"13,4";"19,5";"915,6";"918,6";"2,05";"38,03"
16/02/2010;"21,4";"27,35";"33,3";0;7;23;34;77;"5,06";"28,7";"3,2";90;;"14,5";"19,3";916;"918,9";"2,08";"40,08"
15/02/2010;"20,8";"25,95";"31,1";0;6;22;36;81;"4,35";"26,07";"4,3";90;;"13,9";"19,6";"915,6";"919,9";"1,88";"42,16"
14/02/2010;"20,7";"26,1";"31,5";0;5;21;41;82;"4,57";"25,83";"4,9";90;;"15,2";"19,4";"916,5";"920,4";"2,06";"44,04"
13/02/2010;"19,7";"25,05";"30,4";0;4;20;35;83;"4,21";"29,34";"4,6";90;;"12,8";"17,3";"917,8";"921,9";"1,98";"46,1"
12/02/2010;"19,3";"24,7";"30,1";0;3;19;40;83;"4,14";"27,05";"5,4";90;;"13,9";"18,7";"918,4";"921,3";"2,03";"48,08"
11/02/2010;"20,9";"25,2";"29,5";"0,4";2;18;41;81;"3,65";"26,76";"5,6";90;;"13,4";"19,9";"917,5";"919,3";"2,06";"50,11"
10/02/2010;"18,1";"24,9";"31,7";"0,6";1;17;41;95;"4,91";"20,1";"3,6";90;;"15,9";"19,9";"916,1";"917,9";"2,88";"51,77"
09/02/2010;"19,4";"24,9";"30,4";"1,4";0;16;45;91;"4,28";"19,76";"3,2";0;;"15,1";"19,4";"915,6";"916,7";"2,98";"54,05"
08/02/2010;"18,3";25;"31,7";0;15;15;36;90;"4,89";"24,36";"3,2";0;;14;19;"914,2";919;"2,78";"55,63"
07/02/2010;19;"24,1";"29,2";0;14;14;46;86;"3,82";"21,5";"3,5";90;;15;"18,8";"916,5";"919,7";"2,28";"58,41"
06/02/2010;"19,4";"24,25";"29,1";"0,6";13;13;42;81;"3,72";"23,67";"4,4";90;;"12,8";"18,7";916;920;"2,52";"60,69"
05/02/2010;"20,5";"25,6";"30,7";0;12;12;39;79;"4,27";"27,58";"4,8";90;;"13,9";"18,9";"916,9";"920,3";"2,73";"62,61"
04/02/2010;"21,5";"25,9";"30,3";0;11;11;43;80;"3,95";"27,15";"4,7";90;;"15,5";"19,9";"917,4";"920,7";"2,64";"65,34"
03/02/2010;"21,6";"26,95";"32,3";0;10;10;33;73;"4,74";"26,78";"4,2";90;;"13,2";"19,4";"917,4";"920,7";"3,3";"67,98"
02/02/2010;"21,3";"25,9";"30,5";0;9;9;42;79;"4,08";"28,77";"3,6";90;;"14,1";"19,9";"918,5";"921,3";"2,96";"71,28"
01/02/2010;"19,5";"24,8";"30,1";0;8;8;38;83;"4,17";"28,8";4;90;;"13,4";"19,3";"918,9";"921,8";"3,17";"74,24"
31/01/2010;"21,4";"24,85";"28,3";0;7;7;45;81;"3,16";"21,77";"4,3";90;;"14,2";"19,3";"918,9";"921,8";"2,48";"77,41"
30/01/2010;"21,4";"26,2";31;0;6;6;30;82;"4,31";"26,2";"4,4";90;;"10,3";20;"918,3";"920,5";"3,52";"79,89"
29/01/2010;"20,5";"24,8";"29,1";0;5;5;52;76;"3,61";"23,19";"4,5";90;;"14,8";"19,7";"917,5";919;"3,07";"83,41"
28/01/2010;"20,4";"24,8";"29,2";0;4;4;49;83;"3,67";"22,49";"4,2";90;;"15,7";"19,8";"915,5";"918,9";"3,23";"86,48"
27/01/2010;"18,7";"23,9";"29,1";0;3;3;40;88;"3,87";"25,12";"3,7";90;;"13,5";"19,1";"915,8";"918,1";"3,54";"89,71"
26/01/2010;"19,4";"23,55";"27,7";0;2;2;55;95;"3,2";"16,35";"3,1";90;;"16,7";"20,2";915;"918,4";"3,03";"93,25"
25/01/2010;"20,2";"24,8";"29,4";0;1;1;55;91;"3,79";"16,83";"4,3";90;;"17,4";"21,4";"916,3";"918,7";"3,72";"96,28"
24/01/2010;"18,6";"23,4";"28,2";"26,8";0;0;56;96;"3,52";"16,66";"3,5";90;;"17,1";"20,9";"916,6";"920,3";"3,52";100
23/01/2010;"17,5";"23,3";"29,1";3;0;8;53;96;"4,07";"20,77";"4,5";0;;"16,7";"20,5";"917,2";"920,4";"3,92";"85,4"
22/01/2010;"18,2";"23,7";"29,2";8;0;7;53;94;"4,01";"15,16";"4,2";90;;16;"22,8";"919,1";"920,1";"4,01";"86,32"
21/01/2010;"19,1";"25,05";31;6;0;6;41;93;"4,58";"21,1";"4,7";0;;"16,1";"21,8";"916,2";919;"4,58";"82,33"
20/01/2010;"21,5";"26,15";"30,8";0;5;5;48;81;"4,25";"21,5";4;90;;"16,3";"21,2";"914,8";"918,8";"3,52";"80,91"
19/01/2010;21;"26,2";"31,4";0;4;4;42;79;"4,62";"26,05";3;90;;"15,5";"20,5";"916,6";"920,3";"3,99";"84,43"
18/01/2010;"20,4";"25,7";31;0;3;3;35;74;"4,52";"30,48";4;90;;"13,2";"18,9";"917,6";"922,3";"4,09";"88,42"
17/01/2010;"20,4";"24,8";"29,2";0;2;2;41;81;"3,71";"28,38";"4,3";90;;"14,1";"18,8";"920,4";"923,4";"3,49";"92,51"
16/01/2010;"19,4";"24,55";"29,7";0;1;1;53;92;"4,08";"19,95";"4,8";90;;"16,6";"21,2";"920,6";"922,8";4;96
15/01/2010;"18,9";"23,45";28;"53,8";0;0;62;96;"3,43";"8,33";"3,2";90;;"17,8";"22,2";"919,9";"920,9";"3,43";100
14/01/2010;"21,4";"26,4";"31,4";"0,8";7;7;45;90;"4,57";"25,48";"3,5";0;;"17,3";"21,1";"916,8";"919,3";"3,63";"73,57"
13/01/2010;"20,6";"26,25";"31,9";0;6;6;39;88;"4,72";"24,97";"3,6";0;;"15,5";"21,3";"916,8";"919,2";"3,69";"76,4"
12/01/2010;"21,4";"26,1";"30,8";0;5;5;44;81;"4,29";"21,98";3;90;;"13,4";"20,9";916;918;"3,51";"80,09"
11/01/2010;"21,6";"26,5";"31,4";0;4;4;35;76;"4,55";"28,64";"3,4";90;;"13,9";"20,6";"914,9";"918,3";"3,89";"83,6"
10/01/2010;21;"25,6";"30,2";0;3;3;41;79;"4,08";"30,29";"3,9";90;;"14,8";"19,4";"916,5";"919,4";"3,65";"87,49"
09/01/2010;21;"26,2";"31,4";0;2;2;42;81;"4,65";"28,7";"3,5";90;;"16,4";"20,8";"916,5";"920,3";"4,34";"91,14"
08/01/2010;"18,4";"24,65";"30,9";0;1;1;43;91;"4,63";"26,64";"3,8";90;;16;"20,4";"916,4";"919,2";"4,52";"95,48"
07/01/2010;"17,7";"23,25";"28,8";"17,4";0;0;53;96;"3,96";"24,32";"3,5";0;;"17,1";"20,6";"915,7";"917,4";"3,96";100
